index,bruises,cap_color,cap_shape,cap_surface,class,gill_attachment,gill_color,gill_size,gill_spacing,habitat,odor,population,ring_number,ring_type,spore_print_color,stalk_color_above_ring,stalk_color_below_ring,stalk_root,stalk_shape,stalk_surface_above_ring,stalk_surface_below_ring,veil_color,veil_type
5825,f,y,f,y,p,f,p,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
2271,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
2404,t,e,f,y,e,f,w,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
1707,f,w,f,f,e,f,n,b,w,g,n,s,o,e,k,w,w,e,t,s,f,w,p
4225,t,e,f,y,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
412,f,n,x,s,e,f,n,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
2622,t,e,x,y,e,f,n,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
535,t,n,f,s,p,f,k,n,c,g,p,s,o,p,k,w,w,e,e,s,s,w,p
2155,t,e,x,f,e,f,n,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
3256,t,e,f,y,e,f,n,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
1406,t,w,f,y,p,f,p,n,c,u,p,s,o,p,n,w,w,e,e,s,s,w,p
4230,f,y,x,f,p,f,g,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
1864,t,g,x,f,e,f,w,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
4865,f,g,f,y,p,f,h,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
378,t,y,b,y,e,f,n,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w,p
4092,f,y,f,f,p,f,h,b,c,d,f,v,o,l,h,b,b,b,e,k,k,w,p
62,t,y,b,y,e,f,k,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w,p
727,t,w,x,s,e,f,w,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
4390,f,g,x,y,p,f,h,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
4466,f,g,f,y,p,f,g,b,c,d,f,v,o,l,h,p,p,b,e,k,k,w,p
5154,t,b,f,y,p,f,r,b,c,m,n,v,t,p,r,w,w,b,e,s,s,w,p
5384,t,b,f,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w,p
1976,t,w,f,y,p,f,n,n,c,g,p,s,o,p,n,w,w,e,e,s,s,w,p
4514,f,y,f,y,p,f,h,b,c,d,f,y,o,l,h,n,n,b,e,k,k,w,p
870,t,y,x,s,e,f,k,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
4930,f,y,x,y,p,f,g,b,c,g,f,y,o,l,h,b,b,b,e,k,k,w,p
3386,t,e,x,f,e,f,u,b,c,d,n,v,o,p,k,p,w,b,t,s,s,w,p
648,t,w,b,s,e,f,k,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w,p
1842,f,w,f,f,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,s,s,w,p
3293,f,p,x,f,p,f,n,n,w,d,c,s,o,p,k,w,w,b,e,s,s,w,p
3549,t,g,f,f,e,f,u,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
288,t,w,b,y,e,f,g,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
2970,t,n,f,f,e,f,u,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
913,t,w,x,s,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
4618,f,g,f,y,p,f,p,b,c,d,f,y,o,l,h,p,b,b,e,k,k,w,p
4562,f,g,f,y,p,f,p,b,c,d,f,v,o,l,h,n,p,b,e,k,k,w,p
1381,t,w,x,s,p,f,n,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
921,f,n,f,f,e,f,p,b,w,g,n,a,o,e,k,w,w,e,t,f,s,w,p
2160,t,e,x,f,e,f,u,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
1070,t,n,x,y,e,f,n,b,c,g,l,s,o,p,n,w,w,r,e,s,y,w,p
3235,t,g,x,y,e,f,n,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
1738,t,n,x,f,e,f,u,b,c,d,n,v,o,p,k,g,p,b,t,s,s,w,p
115,t,w,x,y,p,f,n,n,c,u,p,v,o,p,n,w,w,e,e,s,s,w,p
2506,t,e,x,y,e,f,u,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
4806,f,g,f,y,p,f,p,b,c,d,f,v,o,l,h,b,p,b,e,k,k,w,p
4685,f,g,f,f,p,f,p,b,c,d,f,y,o,l,h,b,n,b,e,k,k,w,p
2571,t,e,x,f,e,f,p,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
5786,t,w,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,s,f,w,p
2251,t,g,x,y,e,f,u,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
3445,f,w,x,s,p,f,u,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
4269,f,g,x,y,p,f,h,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
2692,t,g,x,y,e,f,w,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
3608,f,g,x,f,p,f,p,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w,p
1004,t,w,x,s,p,f,w,n,c,g,p,v,o,p,k,w,w,e,e,s,s,w,p
2355,t,g,x,f,e,f,w,b,c,d,n,y,o,p,n,g,g,b,t,s,s,w,p
3028,f,g,x,f,p,f,g,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
3123,f,g,x,f,p,f,p,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
2604,t,e,x,f,e,f,w,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
1347,t,n,f,y,p,f,k,n,c,g,p,v,o,p,n,w,w,e,e,s,s,w,p
2445,t,n,x,y,e,f,u,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
3095,t,e,f,f,e,f,u,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
3519,t,e,x,f,e,f,n,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
2613,t,n,f,f,e,f,u,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
4079,f,y,f,y,p,f,p,b,c,g,f,v,o,l,h,p,p,b,e,k,k,w,p
4456,f,y,x,y,p,f,p,b,c,g,f,y,o,l,h,p,p,b,e,k,k,w,p
544,t,y,x,y,e,f,p,b,c,g,a,s,o,p,k,w,w,r,e,s,y,w,p
666,t,y,b,s,e,f,w,b,c,m,a,n,o,p,n,w,w,c,e,s,s,w,p
2860,t,e,x,f,e,f,u,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
4677,f,g,x,y,p,f,g,b,c,p,f,y,o,l,h,n,b,b,e,k,k,w,p
4986,f,g,f,f,p,f,g,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
4572,f,y,x,y,p,f,h,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
761,t,w,b,s,e,f,g,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
4163,f,y,x,f,p,f,p,b,c,p,f,v,o,l,h,n,p,b,e,k,k,w,p
3265,f,g,x,f,p,f,h,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w,p
2703,t,e,x,y,e,f,n,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
5184,t,b,x,s,p,f,w,b,c,u,f,v,o,p,h,w,w,b,t,f,s,w,p
3900,t,g,f,f,e,f,n,b,c,d,n,y,o,p,n,w,w,b,t,s,s,w,p
2427,f,p,x,s,p,f,g,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
2963,t,e,x,y,e,f,w,b,c,d,n,y,o,p,n,w,w,b,t,s,s,w,p
2825,t,g,x,y,e,f,u,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
3331,t,e,f,y,e,f,u,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
1961,t,g,x,f,e,f,u,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
7982,f,c,k,y,p,a,y,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
3615,f,y,x,y,p,f,p,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
6992,f,e,k,y,p,f,y,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
2712,t,e,x,y,e,f,p,b,c,d,n,y,o,p,n,w,p,b,t,s,s,w,p
4756,f,g,x,y,p,f,g,b,c,p,f,y,o,l,h,b,p,b,e,k,k,w,p
5988,t,g,f,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
101,f,n,x,f,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w,p
4231,f,g,x,f,p,f,h,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
170,t,w,b,s,e,f,k,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
1688,f,g,f,f,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,f,s,w,p
2140,t,g,x,f,e,f,w,b,c,d,n,y,o,p,k,p,g,b,t,s,s,w,p
4096,t,e,x,f,e,f,w,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
1442,f,n,x,s,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,f,s,w,p
2804,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,w,p,b,t,s,s,w,p
129,t,w,x,s,e,f,n,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
2995,t,e,x,f,e,f,u,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
3005,f,g,x,f,p,f,g,n,w,d,c,s,o,p,k,w,w,b,e,s,s,w,p
633,t,n,x,f,e,f,n,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
86,f,n,x,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
1069,t,n,x,f,e,f,u,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
2789,f,g,f,s,e,f,p,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
2174,t,g,x,y,e,f,n,b,c,d,n,v,o,p,k,g,w,b,t,s,s,w,p
610,f,g,f,f,e,f,n,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
3422,f,g,x,f,p,f,g,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
4649,f,y,f,f,p,f,h,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
5708,f,y,f,y,p,f,p,b,c,g,f,v,o,l,h,b,n,b,e,k,k,w,p
1173,f,w,f,f,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
2266,t,n,x,y,e,f,n,b,c,d,n,y,o,p,k,p,w,b,t,s,s,w,p
3755,f,w,x,f,p,f,u,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
353,t,w,b,y,e,f,k,b,c,g,a,s,o,p,n,w,w,c,e,s,s,w,p
5083,f,g,f,f,p,f,g,b,c,p,f,v,o,l,h,b,p,b,e,k,k,w,p
2735,t,n,x,f,e,f,u,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
3871,t,e,x,y,e,f,p,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
2928,t,g,x,f,e,f,p,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
477,f,n,x,f,e,f,p,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
4239,f,g,f,f,p,f,g,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w,p
3655,f,g,f,y,p,f,p,b,c,p,f,v,o,l,h,b,b,b,e,k,k,w,p
1393,f,w,f,s,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
3307,f,w,x,f,p,f,p,n,c,d,c,s,o,p,k,w,w,b,e,s,s,w,p
2347,f,w,x,f,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
1169,f,n,f,s,e,f,n,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
3824,t,n,x,y,e,f,u,b,c,d,n,y,o,p,n,g,p,b,t,s,s,w,p
59,t,y,x,s,e,f,k,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
3785,t,g,f,y,e,f,u,b,c,d,n,y,o,p,n,p,p,b,t,s,s,w,p
1534,f,g,f,s,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2423,t,n,x,y,e,f,p,b,c,d,n,y,o,p,k,g,p,b,t,s,s,w,p
1331,f,g,x,f,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,s,s,w,p
2507,t,e,x,y,e,f,p,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
331,t,n,x,y,p,f,w,n,c,u,p,v,o,p,k,w,w,e,e,s,s,w,p
1455,f,g,x,s,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
2164,t,n,x,y,e,f,u,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
4792,f,y,x,y,p,f,h,b,c,p,f,v,o,l,h,p,n,b,e,k,k,w,p
868,t,y,f,y,e,f,p,b,c,p,l,y,o,p,n,w,w,r,e,s,y,w,p
5125,t,w,f,s,p,f,h,b,c,g,f,v,o,p,h,w,w,b,t,f,f,w,p
2903,t,g,x,f,e,f,n,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
5098,t,p,b,y,p,f,w,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w,p
4326,f,g,f,y,p,f,p,b,c,p,f,v,o,l,h,n,b,b,e,k,k,w,p
1887,f,w,f,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
418,t,n,x,s,p,f,w,n,c,u,p,s,o,p,k,w,w,e,e,s,s,w,p
523,t,y,f,y,e,f,p,b,c,p,a,y,o,p,n,w,w,r,e,s,y,w,p
4145,f,g,x,f,p,f,g,b,c,p,f,y,o,l,h,p,n,b,e,k,k,w,p
4082,f,g,x,y,p,f,p,b,c,p,f,y,o,l,h,n,p,b,e,k,k,w,p
1253,f,w,f,s,e,f,k,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
4808,f,g,f,y,p,f,p,b,c,p,f,v,o,l,h,n,n,b,e,k,k,w,p
3215,t,e,f,f,e,f,n,b,c,d,n,v,o,p,k,w,g,b,t,s,s,w,p
3617,f,p,x,f,p,f,u,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
2153,t,n,x,y,e,f,u,b,c,d,n,v,o,p,n,p,g,b,t,s,s,w,p
4019,t,g,x,f,e,f,u,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
1996,t,n,x,f,e,f,w,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
5947,t,b,x,s,p,f,h,b,c,u,f,v,o,p,h,w,w,b,t,f,f,w,p
1054,t,y,x,y,e,f,w,b,c,p,l,s,o,p,n,w,w,r,e,s,y,w,p
5179,f,c,x,y,e,f,w,n,w,l,n,v,o,e,w,w,n,b,e,f,f,w,p
5761,t,p,f,s,p,f,g,b,c,g,n,v,t,p,r,w,w,b,e,s,s,w,p
3582,f,g,x,f,p,f,g,b,c,g,f,v,o,l,h,b,b,b,e,k,k,w,p
4566,f,y,f,f,p,f,h,b,c,g,f,v,o,l,h,n,n,b,e,k,k,w,p
3782,f,g,x,f,p,f,h,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
458,t,y,b,s,e,f,w,b,c,m,l,s,o,p,k,w,w,c,e,s,s,w,p
1216,t,n,f,s,p,f,k,n,c,g,p,v,o,p,n,w,w,e,e,s,s,w,p
5349,t,b,x,s,p,f,h,b,c,u,f,s,o,p,h,w,w,b,t,f,f,w,p
3710,t,g,f,y,e,f,n,b,c,d,n,y,o,p,n,w,w,b,t,s,s,w,p
558,t,w,x,f,e,f,w,n,w,d,l,v,o,p,u,w,w,b,t,s,s,w,p
4533,f,y,x,f,p,f,p,b,c,g,f,y,o,l,h,n,p,b,e,k,k,w,p
5055,f,g,x,y,p,f,p,b,c,d,f,y,o,l,h,p,p,b,e,k,k,w,p
1163,t,e,x,f,e,f,p,b,c,d,n,v,o,p,n,w,w,b,t,s,s,w,p
2530,t,n,f,f,e,f,p,b,c,d,n,y,o,p,n,p,w,b,t,s,s,w,p
1890,t,n,x,f,e,f,w,b,c,d,n,v,o,p,n,w,g,b,t,s,s,w,p
4464,f,g,x,y,p,f,g,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
1002,t,n,f,y,e,f,p,b,c,g,l,y,o,p,n,w,w,r,e,s,y,w,p
37,f,g,s,f,e,f,k,n,c,u,n,v,o,p,k,w,w,e,e,s,s,w,p
2605,t,n,f,f,e,f,n,b,c,d,n,v,o,p,n,g,w,b,t,s,s,w,p
48,t,w,x,s,e,f,w,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w,p
1971,f,n,x,f,e,f,k,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
4960,f,g,f,f,p,f,g,b,c,p,f,y,o,l,h,p,p,b,e,k,k,w,p
3897,t,e,f,f,e,f,n,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
239,t,y,x,y,e,f,n,b,c,g,l,s,o,p,k,w,w,r,e,s,y,w,p
1530,f,w,x,s,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
462,t,y,f,y,e,f,n,b,c,g,l,s,o,p,n,w,w,r,e,s,y,w,p
1980,t,e,x,f,e,f,p,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
2629,t,g,f,f,e,f,n,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
4399,f,y,f,f,p,f,g,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
3856,t,e,f,y,e,f,n,b,c,d,n,v,o,p,k,w,p,b,t,s,s,w,p
933,t,n,f,s,p,f,n,n,c,g,p,v,o,p,n,w,w,e,e,s,s,w,p
1951,t,g,x,f,e,f,w,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
1775,t,n,x,f,e,f,p,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
2011,f,n,x,s,e,f,k,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
4798,f,g,f,y,p,f,g,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
5814,f,y,f,y,p,f,p,b,c,g,f,v,o,l,h,n,n,b,e,k,k,w,p
1081,f,w,f,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,s,w,p
3902,f,y,x,y,p,f,h,b,c,d,f,v,o,l,h,n,b,b,e,k,k,w,p
4578,f,g,f,f,p,f,p,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
2861,f,p,x,s,p,f,u,n,w,d,c,s,o,p,k,w,w,b,e,s,s,w,p
290,f,g,f,f,e,f,p,n,c,u,n,y,o,p,n,w,w,e,e,s,s,w,p
7911,f,n,f,y,p,a,y,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
4363,f,g,f,y,p,f,g,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
1526,f,n,x,s,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
319,t,w,x,f,e,f,n,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w,p
4637,f,y,x,y,p,f,p,b,c,p,f,v,o,l,h,p,b,b,e,k,k,w,p
4118,f,y,x,f,p,f,g,b,c,p,f,y,o,l,h,b,b,b,e,k,k,w,p
1053,f,g,x,f,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
2110,t,g,f,f,e,f,p,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
4836,f,w,x,s,p,f,p,n,c,d,c,v,o,p,n,w,w,b,e,s,s,w,p
2773,t,e,x,y,e,f,n,b,c,d,n,v,o,p,n,g,p,b,t,s,s,w,p
3341,t,e,f,y,e,f,n,b,c,d,n,y,o,p,k,w,g,b,t,s,s,w,p
651,t,y,x,s,e,f,n,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
3150,t,n,f,f,e,f,n,b,c,d,n,v,o,p,k,w,w,b,t,s,s,w,p
4721,f,y,f,f,p,f,g,b,c,g,f,y,o,l,h,n,p,b,e,k,k,w,p
1202,t,y,x,s,e,f,g,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w,p
1544,f,w,x,f,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,f,f,w,p
5718,t,w,k,g,p,f,w,n,w,l,n,c,o,p,w,w,w,b,e,s,s,w,p
1052,t,n,x,f,e,f,u,b,c,d,n,y,o,p,k,g,g,b,t,s,s,w,p
3954,f,p,x,s,p,f,n,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
469,t,y,b,y,e,f,g,b,c,g,l,n,o,p,k,w,w,c,e,s,s,w,p
1904,f,w,f,s,e,f,h,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w,p
1741,f,w,x,f,e,f,h,b,w,g,n,a,o,e,k,w,w,e,t,s,f,w,p
3537,f,g,x,s,p,f,n,n,w,d,c,s,o,p,k,w,w,b,e,s,s,w,p
576,t,y,x,s,e,f,w,b,c,g,l,s,o,p,n,w,w,c,e,s,s,w,p
7301,t,g,x,s,e,f,w,b,c,p,n,y,t,p,w,w,w,b,e,s,s,w,p
3349,t,e,f,f,e,f,n,b,c,d,n,v,o,p,k,p,w,b,t,s,s,w,p
3251,t,g,f,f,e,f,u,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
2612,t,g,f,y,e,f,w,b,c,d,n,v,o,p,n,p,w,b,t,s,s,w,p
2224,t,e,x,y,e,f,u,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
5958,f,y,f,y,p,f,h,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
1159,f,w,f,f,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
5453,f,y,f,y,p,f,g,b,c,p,f,v,o,l,h,p,p,b,e,k,k,w,p
932,f,g,f,f,e,f,n,b,w,g,n,s,o,e,n,w,w,e,t,s,f,w,p
5469,t,w,f,s,p,f,p,b,c,u,f,v,o,p,h,w,w,b,t,s,s,w,p
3708,f,g,x,f,p,f,u,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
4506,f,g,x,y,p,f,p,b,c,d,f,y,o,l,h,b,b,b,e,k,k,w,p
883,t,w,x,y,e,f,w,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
3119,f,g,x,s,p,f,u,n,c,d,c,v,o,p,k,w,w,b,e,s,s,w,p
5953,f,y,f,y,p,f,g,b,c,g,f,v,o,l,h,n,p,b,e,k,k,w,p
1508,t,n,x,f,e,f,p,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
2354,t,n,f,f,e,f,w,b,c,d,n,y,o,p,k,w,w,b,t,s,s,w,p
697,t,y,b,s,e,f,w,b,c,m,a,s,o,p,n,w,w,c,e,s,s,w,p
34,t,n,x,y,e,f,p,b,c,p,l,y,o,p,n,w,w,r,e,s,y,w,p
1760,f,g,x,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,f,f,w,p
2436,t,g,x,f,e,f,u,b,c,d,n,y,o,p,n,p,g,b,t,s,s,w,p
3219,f,g,x,s,p,f,g,n,w,d,c,v,o,p,k,w,w,b,e,s,s,w,p
416,t,y,b,y,e,f,w,b,c,g,a,n,o,p,n,w,w,c,e,s,s,w,p
4944,f,y,x,f,p,f,g,b,c,d,f,v,o,l,h,b,n,b,e,k,k,w,p
2889,t,e,f,y,e,f,w,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
1516,f,g,f,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,f,f,w,p
2535,t,g,f,f,e,f,u,b,c,d,n,v,o,p,k,p,p,b,t,s,s,w,p
3366,f,p,x,f,p,f,g,n,w,d,c,s,o,p,n,w,w,b,e,s,s,w,p
2577,t,g,x,y,e,f,u,b,c,d,n,y,o,p,n,w,g,b,t,s,s,w,p
1558,t,y,b,y,e,f,w,b,c,g,a,n,o,p,k,w,w,c,e,s,s,w,p
4033,f,y,x,y,p,f,h,b,c,d,f,v,o,l,h,p,n,b,e,k,k,w,p
3143,t,g,f,y,e,f,w,b,c,d,n,y,o,p,k,p,p,b,t,s,s,w,p
532,t,w,x,s,e,f,n,b,c,g,a,s,o,p,k,w,w,c,e,s,s,w,p
2134,t,n,f,f,e,f,n,b,c,d,n,y,o,p,n,g,w,b,t,s,s,w,p
4067,f,g,f,f,p,f,g,b,c,d,f,y,o,l,h,n,b,b,e,k,k,w,p
1532,f,w,f,s,e,f,h,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
880,t,y,b,s,e,f,n,b,c,g,l,n,o,p,n,w,w,c,e,s,s,w,p
5426,t,g,f,s,p,f,w,b,c,g,f,s,o,p,h,w,w,b,t,f,s,w,p
5291,t,b,f,s,p,f,h,b,c,g,f,s,o,p,h,w,w,b,t,s,s,w,p
1190,f,n,x,f,e,f,p,b,w,g,n,s,o,e,n,w,w,e,t,s,s,w,p
3270,f,g,f,f,p,f,g,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
1744,f,w,x,f,e,f,n,b,w,g,n,a,o,e,k,w,w,e,t,f,f,w,p
2362,t,n,f,f,e,f,p,b,c,d,n,y,o,p,k,g,w,b,t,s,s,w,p
4597,f,y,x,y,p,f,p,b,c,p,f,y,o,l,h,b,n,b,e,k,k,w,p
1875,t,e,x,y,e,f,w,b,c,d,n,v,o,p,n,g,g,b,t,s,s,w,p
1463,f,w,f,s,e,f,k,b,w,g,n,s,o,e,k,w,w,e,t,f,s,w,p
4117,f,y,x,f,p,f,g,b,c,d,f,v,o,l,h,n,n,b,e,k,k,w,p
707,t,y,b,y,e,f,k,b,c,m,l,n,o,p,k,w,w,c,e,s,s,w,p
4936,f,y,x,y,p,f,g,b,c,g,f,y,o,l,h,p,b,b,e,k,k,w,p
1369,t,g,x,f,e,f,n,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
7035,f,c,k,y,p,f,w,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
4278,f,g,f,f,p,f,p,b,c,p,f,y,o,l,h,n,n,b,e,k,k,w,p
1820,t,n,x,f,e,f,p,b,c,d,n,v,o,p,k,g,g,b,t,s,s,w,p
2655,t,g,x,y,e,f,p,b,c,d,n,v,o,p,k,p,g,b,t,s,s,w,p
3133,t,g,f,y,e,f,p,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
3412,f,g,x,s,p,f,n,n,c,d,c,s,o,p,n,w,w,b,e,s,s,w,p
7728,f,n,x,y,p,a,y,b,c,d,m,c,n,n,w,c,c,c,e,k,y,w,p
198,t,w,x,s,e,f,g,b,c,m,l,n,o,p,n,w,w,c,e,s,s,w,p
2694,t,n,x,y,e,f,p,b,c,d,n,v,o,p,k,p,w,b,t,s,s,w,p
1093,f,g,f,f,e,f,n,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
320,t,w,f,s,e,f,w,n,w,d,l,v,o,p,n,w,w,b,t,s,s,w,p
2499,t,e,x,f,e,f,n,b,c,d,n,v,o,p,n,p,p,b,t,s,s,w,p
1683,t,y,x,s,e,f,w,b,c,m,l,s,o,p,k,w,w,c,e,s,s,w,p
3850,t,g,f,y,e,f,w,b,c,d,n,y,o,p,k,w,p,b,t,s,s,w,p
1312,f,n,f,s,e,f,p,b,w,g,n,a,o,e,n,w,w,e,t,s,f,w,p
